Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%],lat,lon,elevation_m,gps_bearing,gps_speed_ms,gps_fix
08:27:19.975,62,126.0,1568.0,59.0,20.0,15.05,83.5,18.0,40.4,14.5,12.9152305,74.8734101,-42.3,255.8,11.811,0
08:27:20.064,62,126.0,1568.0,59.0,20.0,15.05,83.5,18.0,40.4,42.0,12.9152285,74.8734013,-42.4,255.7,11.832,0
08:27:20.155,63,126.0,1568.0,59.0,20.0,15.05,83.5,18.0,40.4,42.0,12.9152264,74.8733922,-42.5,255.5,11.854,0
08:27:20.245,63,130.0,1568.0,59.0,20.0,15.05,83.5,18.0,40.4,42.0,12.9152244,74.8733833,-42.6,255.4,11.875,0
08:27:20.335,63,130.0,1537.0,59.0,20.0,15.05,83.5,18.0,40.4,42.0,12.9152223,74.8733743,-42.7,255.2,11.896,0
08:27:20.425,63,130.0,1537.0,60.0,20.0,15.05,83.5,18.0,40.4,42.0,12.9152203,74.8733654,-42.8,255.1,11.917,0
08:27:20.514,63,130.0,1537.0,60.0,17.0,15.05,83.5,18.0,40.4,42.0,12.9152183,74.8733565,-42.9,254.9,11.939,0
08:27:20.605,63,130.0,1537.0,60.0,17.0,24.97,83.5,18.0,40.4,42.0,12.9152162,74.8733475,-43.0,254.8,11.96,0
08:27:20.725,63,130.0,1537.0,60.0,17.0,24.97,83.5,18.0,40.4,42.0,12.9152218,74.8733372,-43.3,255.1,11.986,0
08:27:20.815,63,130.0,1537.0,60.0,17.0,24.97,83.5,18.0,40.4,42.0,12.915226,74.8733295,-43.6,255.4,12.006,0
08:27:20.905,63,130.0,1537.0,60.0,17.0,24.97,83.5,18.0,45.9,42.0,12.9152302,74.8733218,-43.9,255.6,12.025,0
08:27:20.995,63,130.0,1537.0,60.0,17.0,24.97,83.5,18.0,45.9,47.1,12.9152344,74.8733141,-44.1,255.9,12.045,0
08:27:21.085,63,130.0,1537.0,60.0,17.0,24.97,83.5,18.0,45.9,47.1,12.9152387,74.8733063,-44.4,256.2,12.064,0
08:27:21.175,63,154.0,1537.0,60.0,17.0,24.97,83.5,18.0,45.9,47.1,12.9152429,74.8732986,-44.7,256.4,12.084,0
08:27:21.265,63,154.0,1585.0,60.0,17.0,24.97,83.5,18.0,45.9,47.1,12.9152471,74.8732909,-44.9,256.7,12.104,0
08:27:21.355,63,154.0,1585.0,62.0,17.0,24.97,83.5,18.0,45.9,47.1,12.9152513,74.8732832,-45.2,256.9,12.123,0
08:27:21.445,63,154.0,1585.0,62.0,19.0,24.97,83.5,18.0,45.9,47.1,12.9152555,74.8732755,-45.4,257.2,12.143,0
08:27:21.534,63,154.0,1585.0,62.0,19.0,32.94,83.5,18.0,45.9,47.1,12.9152597,74.8732679,-45.7,257.4,12.162,0
08:27:21.625,63,154.0,1585.0,62.0,19.0,32.94,83.5,18.0,45.9,47.1,12.9152639,74.8732601,-46.0,257.7,12.182,0
08:27:21.715,63,154.0,1585.0,62.0,19.0,32.94,83.5,18.0,45.9,47.1,12.9152682,74.8732523,-46.2,257.9,12.201,0
08:27:21.805,63,154.0,1585.0,62.0,19.0,32.94,83.5,18.0,47.8,47.1,12.9152724,74.8732446,-46.5,258.2,12.221,0
08:27:21.895,63,154.0,1585.0,62.0,19.0,32.94,83.5,18.0,47.8,49.0,12.9152766,74.8732369,-46.7,258.5,12.241,0
08:27:21.985,63,154.0,1585.0,62.0,19.0,32.94,83.5,18.0,47.8,49.0,12.9152808,74.8732292,-47.0,258.7,12.26,0
08:27:22.075,63,178.0,1585.0,62.0,19.0,32.94,83.5,18.0,47.8,49.0,12.915285,74.8732215,-47.3,259.0,12.28,0
08:27:22.165,63,178.0,1651.0,62.0,19.0,32.94,83.5,18.0,47.8,49.0,12.9152892,74.8732138,-47.5,259.2,12.299,0
08:27:22.254,63,178.0,1651.0,64.0,19.0,32.94,83.5,18.0,47.8,49.0,12.9152934,74.8732061,-47.8,259.5,12.319,0
08:27:22.345,63,178.0,1651.0,64.0,21.0,32.94,83.5,18.0,47.8,49.0,12.9152977,74.8731983,-48.0,259.7,12.338,0
08:27:22.435,63,178.0,1651.0,64.0,21.0,37.58,83.5,18.0,47.8,49.0,12.9153019,74.8731906,-48.3,260.0,12.358,0
08:27:22.525,63,178.0,1651.0,64.0,21.0,37.58,83.5,18.0,47.8,49.0,12.9153061,74.8731829,-48.6,260.2,12.378,0
08:27:22.614,63,178.0,1651.0,64.0,21.0,37.58,83.5,18.0,47.8,49.0,12.9153102,74.8731753,-48.8,260.5,12.397,0
08:27:22.705,63,178.0,1651.0,64.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153145,74.8731675,-49.1,260.7,12.417,0
08:27:22.795,63,178.0,1651.0,64.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153187,74.8731598,-49.4,261.0,12.436,0
08:27:22.884,63,178.0,1651.0,64.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153229,74.8731521,-49.6,261.2,12.456,0
08:27:22.974,63,192.0,1651.0,64.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153271,74.8731444,-49.9,261.5,12.475,0
08:27:23.065,63,192.0,1719.0,64.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153314,74.8731366,-50.1,261.8,12.495,0
08:27:23.154,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153355,74.873129,-50.4,262.0,12.514,0
08:27:23.245,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153398,74.8731212,-50.7,262.3,12.534,0
08:27:23.335,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,48.2,49.0,12.915344,74.8731135,-50.9,262.5,12.554,0
08:27:23.425,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153482,74.8731058,-51.2,262.8,12.573,0
08:27:23.515,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,48.2,49.0,12.9153524,74.873098,-51.4,263.0,12.593,0
08:27:23.605,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,47.1,49.0,12.9153566,74.8730903,-51.7,263.3,12.613,0
08:27:23.695,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,47.1,47.8,12.9153609,74.8730826,-52.0,263.5,12.632,0
08:27:23.785,63,192.0,1719.0,67.0,21.0,37.58,83.5,18.0,47.1,47.8,12.9153651,74.8730749,-52.2,263.8,12.652,0
08:27:23.875,63,186.0,1719.0,67.0,21.0,37.58,83.5,18.0,47.1,47.8,12.9153693,74.8730672,-52.5,264.1,12.671,0
08:27:23.965,63,186.0,1782.0,67.0,21.0,37.58,83.5,18.0,47.1,47.8,12.9153735,74.8730595,-52.7,264.3,12.691,0
08:27:24.054,63,186.0,1782.0,69.0,21.0,37.58,83.5,18.0,47.1,47.8,12.9153777,74.8730518,-53.0,264.6,12.71,0
08:27:24.145,63,186.0,1782.0,69.0,21.0,37.58,83.5,18.0,47.1,47.8,12.9153819,74.873044,-53.3,264.8,12.73,0
08:27:24.235,63,186.0,1782.0,69.0,21.0,37.16,83.5,18.0,47.1,47.8,12.9153861,74.8730363,-53.5,265.1,12.75,0
08:27:24.325,63,186.0,1782.0,69.0,21.0,37.16,83.5,18.0,47.1,47.8,12.9153904,74.8730286,-53.8,265.3,12.769,0
08:27:24.414,63,186.0,1782.0,69.0,21.0,37.16,83.5,18.0,47.1,47.8,12.9153945,74.873021,-54.0,265.6,12.788,0
08:27:24.505,63,186.0,1782.0,69.0,21.0,37.16,83.5,18.0,47.5,47.8,12.9153988,74.8730132,-54.3,265.8,12.808,0
08:27:24.595,63,186.0,1782.0,69.0,21.0,37.16,83.5,18.0,47.5,48.2,12.915403,74.8730055,-54.6,266.1,12.828,0
08:27:24.685,63,186.0,1782.0,69.0,21.0,37.16,83.5,18.0,47.5,48.2,12.9154072,74.8729977,-54.8,266.3,12.847,0
08:27:24.775,63,187.0,1782.0,69.0,21.0,37.16,83.5,18.0,47.5,48.2,12.9154114,74.87299,-55.1,266.6,12.867,0
08:27:24.865,63,187.0,1835.0,69.0,21.0,37.16,83.5,18.0,47.5,48.2,12.9154156,74.8729823,-55.4,266.9,12.887,0
08:27:24.955,63,187.0,1835.0,71.0,21.0,37.16,83.5,18.0,47.5,48.2,12.9154198,74.8729746,-55.6,267.1,12.906,0
08:27:25.045,63,187.0,1835.0,71.0,21.0,37.16,83.5,18.0,47.5,48.2,12.9154241,74.8729669,-55.9,267.4,12.926,0
08:27:25.134,63,187.0,1835.0,71.0,21.0,38.99,83.5,18.0,47.5,48.2,12.9154282,74.8729593,-56.1,267.6,12.945,0
08:27:25.226,63,187.0,1835.0,71.0,21.0,38.99,83.5,18.0,47.5,48.2,12.9154325,74.8729514,-56.4,267.9,12.965,0
08:27:25.315,63,187.0,1835.0,71.0,21.0,38.99,83.5,18.0,47.5,48.2,12.9154367,74.8729437,-56.7,268.1,12.984,0
08:27:25.405,63,187.0,1835.0,71.0,21.0,38.99,83.5,18.0,47.8,48.2,12.9154409,74.872936,-56.9,268.4,13.004,0
08:27:25.495,63,187.0,1835.0,71.0,21.0,38.99,83.5,18.0,47.8,48.6,12.9154451,74.8729283,-57.2,268.6,13.024,0
08:27:25.585,63,187.0,1835.0,71.0,21.0,38.99,83.5,18.0,47.8,48.6,12.9154493,74.8729206,-57.4,268.9,13.043,0
08:27:25.735,63,191.0,1835.0,71.0,21.0,38.99,83.5,18.0,47.8,48.6,12.9154564,74.8729077,-57.9,269.3,13.076,0
08:27:25.825,63,191.0,1884.0,71.0,21.0,38.99,83.5,18.0,47.8,48.6,12.9154606,74.8729,-58.1,269.6,13.095,0
08:27:25.915,63,191.0,1884.0,74.0,21.0,38.99,83.5,18.0,47.8,48.6,12.9154648,74.8728923,-58.4,269.8,13.115,0
08:27:26.005,63,191.0,1884.0,74.0,21.0,38.99,83.5,18.0,47.8,48.6,12.915469,74.8728846,-58.7,270.1,13.135,0
08:27:26.095,63,191.0,1884.0,74.0,21.0,41.52,83.5,18.0,47.8,48.6,12.9154732,74.8728769,-58.9,270.3,13.154,0
08:27:26.184,63,191.0,1884.0,74.0,21.0,41.52,83.5,18.0,47.8,48.6,12.9154774,74.8728692,-59.2,270.6,13.173,0
08:27:26.275,63,191.0,1884.0,74.0,21.0,41.52,83.5,18.0,47.8,48.6,12.9154816,74.8728614,-59.4,270.8,13.193,0
08:27:26.365,63,191.0,1884.0,74.0,21.0,41.52,83.5,18.0,49.8,48.6,12.9154859,74.8728537,-59.7,271.1,13.213,0
08:27:26.455,63,191.0,1884.0,74.0,21.0,41.52,83.5,18.0,49.8,50.6,12.9154901,74.872846,-60.0,271.4,13.232,0
08:27:26.545,63,191.0,1884.0,74.0,21.0,41.52,83.5,18.0,49.8,50.6,12.9154943,74.8728383,-60.2,271.6,13.252,0
08:27:26.635,63,205.0,1884.0,74.0,21.0,41.52,83.5,18.0,49.8,50.6,12.9154985,74.8728306,-60.5,271.9,13.272,0
08:27:26.725,63,205.0,1936.0,74.0,21.0,41.52,83.5,18.0,49.8,50.6,12.9155027,74.8728229,-60.7,272.1,13.291,0
08:27:26.815,63,205.0,1936.0,75.0,21.0,41.52,83.5,18.0,49.8,50.6,12.9155069,74.8728152,-61.0,272.4,13.311,0
08:27:26.905,63,205.0,1936.0,75.0,22.0,41.52,83.5,18.0,49.8,50.6,12.9155111,74.8728074,-61.3,272.6,13.33,0
08:27:26.995,63,205.0,1936.0,75.0,22.0,65.11,83.5,18.0,49.8,50.6,12.9155154,74.8727997,-61.5,272.9,13.35,0
08:27:27.085,63,205.0,1936.0,75.0,22.0,65.11,83.5,18.0,49.8,50.6,12.9155196,74.872792,-61.8,273.1,13.369,0
08:27:27.175,63,205.0,1936.0,75.0,22.0,65.11,83.5,18.0,49.8,50.6,12.9155238,74.8727843,-62.1,273.4,13.389,0
08:27:27.265,63,205.0,1936.0,75.0,22.0,65.11,83.5,18.0,52.5,50.6,12.915528,74.8727766,-62.3,273.6,13.409,0
08:27:27.355,63,205.0,1936.0,75.0,22.0,65.11,83.5,18.0,52.5,52.9,12.9155322,74.8727689,-62.6,273.9,13.428,0
08:27:27.445,64,205.0,1936.0,75.0,22.0,65.11,83.5,18.0,52.5,52.9,12.9155364,74.8727612,-62.8,274.2,13.448,0
08:27:27.535,64,215.0,1936.0,75.0,22.0,65.11,83.5,18.0,52.5,52.9,12.9155406,74.8727534,-63.1,274.4,13.467,0
08:27:27.625,64,215.0,1999.0,75.0,22.0,65.11,83.5,18.0,52.5,52.9,12.9155448,74.8727457,-63.4,274.7,13.487,0
08:27:27.714,64,215.0,1999.0,78.0,22.0,65.11,83.5,18.0,52.5,52.9,12.915549,74.8727381,-63.6,274.9,13.506,0
08:27:27.805,64,215.0,1999.0,78.0,23.0,65.11,83.5,18.0,52.5,52.9,12.9155533,74.8727303,-63.9,275.2,13.526,0
08:27:27.895,64,215.0,1999.0,78.0,23.0,66.49,83.5,18.0,52.5,52.9,12.9155575,74.8727226,-64.1,275.4,13.546,0
08:27:27.987,64,215.0,1999.0,78.0,23.0,66.49,83.5,18.0,52.5,52.9,12.9155618,74.8727147,-64.4,275.7,13.566,0
08:27:28.075,64,215.0,1999.0,78.0,23.0,66.49,83.5,18.0,52.5,52.9,12.9155659,74.8727071,-64.7,275.9,13.585,0
08:27:28.165,64,215.0,1999.0,78.0,23.0,66.49,83.5,18.0,52.2,52.9,12.9155701,74.8726994,-64.9,276.2,13.604,0
08:27:28.255,64,215.0,1999.0,78.0,23.0,66.49,83.5,18.0,52.2,52.2,12.9155743,74.8726917,-65.2,276.4,13.624,0
08:27:28.346,64,215.0,1999.0,78.0,23.0,66.49,83.5,18.0,52.2,52.2,12.9155786,74.8726839,-65.4,276.7,13.644,0
08:27:28.436,64,211.0,1999.0,78.0,23.0,66.49,83.5,18.0,52.2,52.2,12.9155828,74.8726762,-65.7,277.0,13.663,0
08:27:28.526,64,211.0,2033.0,78.0,23.0,66.49,83.5,18.0,52.2,52.2,12.915587,74.8726685,-66.0,277.2,13.683,0
08:27:28.616,64,211.0,2033.0,80.0,23.0,66.49,83.5,18.0,52.2,52.2,12.9155912,74.8726608,-66.2,277.5,13.702,0
08:27:28.707,64,211.0,2033.0,80.0,23.0,66.49,83.5,18.0,52.2,52.2,12.9155955,74.872653,-66.5,277.7,13.722,0
08:27:28.795,64,211.0,2033.0,80.0,23.0,34.47,83.5,18.0,52.2,52.2,12.9155996,74.8726454,-66.8,278.0,13.741,0
08:27:28.887,64,211.0,2033.0,80.0,23.0,34.47,31.4,18.0,52.2,52.2,12.9156039,74.8726375,-67.0,278.2,13.761,0
08:27:28.976,64,211.0,2033.0,80.0,23.0,34.47,31.4,18.0,52.2,52.2,12.9156081,74.8726299,-67.3,278.5,13.781,0
08:27:29.065,64,211.0,2033.0,80.0,23.0,34.47,31.4,18.0,17.6,52.2,12.9156123,74.8726223,-67.5,278.7,13.8,0
08:27:29.155,64,211.0,2033.0,80.0,23.0,34.47,31.4,18.0,17.6,28.2,12.9156165,74.8726146,-67.8,279.0,13.82,0
08:27:29.246,64,211.0,2033.0,80.0,23.0,34.47,31.4,18.0,17.6,28.2,12.9156207,74.8726068,-68.1,279.3,13.839,0
08:27:29.336,64,103.0,2033.0,80.0,23.0,34.47,31.4,18.0,17.6,28.2,12.915625,74.8725991,-68.3,279.5,13.859,0
08:27:29.426,64,103.0,1606.0,80.0,23.0,34.47,31.4,18.0,17.6,28.2,12.9156292,74.8725913,-68.6,279.8,13.879,0
08:27:29.516,64,103.0,1606.0,78.0,23.0,34.47,31.4,18.0,17.6,28.2,12.9156334,74.8725836,-68.8,280.0,13.898,0
08:27:29.607,64,103.0,1606.0,78.0,21.0,34.47,31.4,18.0,17.6,28.2,12.9156376,74.8725758,-69.1,280.3,13.918,0
08:27:29.695,64,103.0,1606.0,78.0,21.0,30.13,31.4,18.0,17.6,28.2,12.9156418,74.8725683,-69.4,280.5,13.937,0
08:27:29.787,64,103.0,1606.0,78.0,21.0,30.13,82.0,18.0,17.6,28.2,12.9156461,74.8725604,-69.6,280.8,13.957,0
08:27:29.876,64,103.0,1606.0,78.0,21.0,30.13,82.0,18.0,17.6,28.2,12.9156502,74.8725528,-69.9,281.0,13.976,0
08:27:29.967,64,103.0,1606.0,78.0,21.0,30.13,82.0,18.0,58.4,28.2,12.9156545,74.872545,-70.1,281.3,13.996,0
08:27:30.055,64,103.0,1606.0,78.0,21.0,30.13,82.0,18.0,58.4,59.2,12.9156586,74.8725374,-70.4,281.5,14.015,0
08:27:30.144,64,103.0,1606.0,78.0,21.0,30.13,82.0,18.0,58.4,59.2,12.9156628,74.8725298,-70.7,281.8,14.035,0
08:27:30.234,64,150.0,1606.0,78.0,21.0,30.13,82.0,18.0,58.4,59.2,12.915667,74.8725221,-70.9,282.1,14.054,0
08:27:30.326,64,150.0,1595.0,78.0,21.0,30.13,82.0,18.0,58.4,59.2,12.9156713,74.8725142,-71.2,282.3,14.074,0
08:27:30.415,64,150.0,1595.0,79.0,21.0,30.13,82.0,18.0,58.4,59.2,12.9156755,74.8725066,-71.4,282.6,14.094,0
08:27:30.505,64,150.0,1595.0,79.0,19.0,30.13,82.0,18.0,58.4,59.2,12.9156797,74.8724988,-71.7,282.8,14.113,0
08:27:30.595,64,150.0,1595.0,79.0,19.0,45.41,82.0,18.0,58.4,59.2,12.9156839,74.8724911,-72.0,283.1,14.133,0
08:27:30.686,64,150.0,1595.0,79.0,19.0,45.41,83.5,18.0,58.4,59.2,12.9156882,74.8724833,-72.2,283.3,14.153,0
08:27:30.775,64,150.0,1595.0,79.0,19.0,45.41,83.5,18.0,58.4,59.2,12.9156923,74.8724757,-72.5,283.6,14.172,0
08:27:30.866,64,150.0,1595.0,79.0,19.0,45.41,83.5,18.0,62.7,59.2,12.9156966,74.8724679,-72.8,283.8,14.192,0
08:27:30.957,64,150.0,1595.0,79.0,19.0,45.41,83.5,18.0,62.7,63.9,12.9157008,74.8724601,-73.0,284.1,14.212,0
08:27:31.047,64,150.0,1595.0,79.0,19.0,45.41,83.5,18.0,62.7,63.9,12.9157051,74.8724524,-73.3,284.4,14.231,0
08:27:31.135,64,221.0,1595.0,79.0,19.0,45.41,83.5,18.0,62.7,63.9,12.9157092,74.8724448,-73.5,284.6,14.25,0
08:27:31.226,64,221.0,1645.0,79.0,19.0,45.41,83.5,18.0,62.7,63.9,12.9157134,74.872437,-73.8,284.9,14.27,0
08:27:31.316,64,221.0,1645.0,81.0,19.0,45.41,83.5,18.0,62.7,63.9,12.9157176,74.8724293,-74.1,285.1,14.29,0
08:27:31.407,64,221.0,1645.0,81.0,20.0,45.41,83.5,18.0,62.7,63.9,12.9157219,74.8724215,-74.3,285.4,14.309,0
08:27:31.497,64,221.0,1645.0,81.0,20.0,57.66,83.5,18.0,62.7,63.9,12.9157261,74.8724138,-74.6,285.6,14.329,0
08:27:31.586,64,221.0,1645.0,81.0,20.0,57.66,83.5,18.0,62.7,63.9,12.9157303,74.8724062,-74.8,285.9,14.348,0
08:27:31.676,64,221.0,1645.0,81.0,20.0,57.66,83.5,18.0,62.7,63.9,12.9157345,74.8723985,-75.1,286.1,14.368,0
08:27:31.769,64,221.0,1645.0,81.0,20.0,57.66,83.5,18.0,66.3,63.9,12.9157389,74.8723905,-75.4,286.4,14.388,0
08:27:31.856,64,221.0,1645.0,81.0,20.0,57.66,83.5,18.0,66.3,66.7,12.9157429,74.872383,-75.6,286.6,14.407,0
08:27:31.946,64,221.0,1645.0,81.0,20.0,57.66,83.5,18.0,66.3,66.7,12.9157471,74.8723753,-75.9,286.9,14.427,0
08:27:32.038,64,230.0,1645.0,81.0,20.0,57.66,83.5,18.0,66.3,66.7,12.9157515,74.8723674,-76.2,287.2,14.447,0
08:27:32.155,64,230.0,1711.0,81.0,20.0,57.66,83.5,18.0,66.3,66.7,12.9157569,74.8723574,-76.5,287.5,14.472,0
08:27:32.246,64,230.0,1711.0,85.0,20.0,57.66,83.5,18.0,66.3,66.7,12.9157612,74.8723496,-76.8,287.7,14.492,0
08:27:32.335,64,230.0,1711.0,85.0,22.0,57.66,83.5,18.0,66.3,66.7,12.9157654,74.872342,-77.0,288.0,14.511,0
08:27:32.427,64,230.0,1711.0,85.0,22.0,60.27,83.5,18.0,66.3,66.7,12.9157697,74.8723341,-77.3,288.3,14.531,0
08:27:32.515,64,230.0,1711.0,85.0,22.0,60.27,83.5,18.0,66.3,66.7,12.9157738,74.8723265,-77.5,288.5,14.55,0
08:27:32.606,64,230.0,1711.0,85.0,22.0,60.27,83.5,18.0,66.3,66.7,12.915778,74.8723187,-77.8,288.8,14.57,0
08:27:32.695,64,230.0,1711.0,85.0,22.0,60.27,83.5,18.0,68.2,66.7,12.9157822,74.8723111,-78.1,289.0,14.59,0
08:27:32.787,64,230.0,1711.0,85.0,22.0,60.27,83.5,18.0,68.2,68.2,12.9157865,74.8723032,-78.3,289.3,14.61,0
08:27:32.875,65,230.0,1711.0,85.0,22.0,60.27,83.5,18.0,68.2,68.2,12.9157906,74.8722957,-78.6,289.5,14.629,0
08:27:32.967,65,233.0,1711.0,85.0,22.0,60.27,83.5,18.0,68.2,68.2,12.9157949,74.8722878,-78.8,289.8,14.649,0
08:27:33.056,65,233.0,1777.0,85.0,22.0,60.27,83.5,18.0,68.2,68.2,12.9157991,74.8722802,-79.1,290.0,14.668,0
08:27:33.176,65,233.0,1777.0,88.0,22.0,60.27,83.5,18.0,68.2,68.2,12.9158047,74.8722699,-79.5,290.4,14.694,0
08:27:33.266,65,233.0,1777.0,88.0,22.0,60.27,83.5,18.0,68.2,68.2,12.9158089,74.8722622,-79.7,290.6,14.714,0
08:27:33.355,65,233.0,1777.0,88.0,22.0,64.44,83.5,18.0,68.2,68.2,12.9158131,74.8722545,-80.0,290.9,14.733,0
08:27:33.446,65,233.0,1777.0,88.0,22.0,64.44,83.5,18.0,68.2,68.2,12.9158174,74.8722467,-80.2,291.1,14.753,0
08:27:33.535,65,233.0,1777.0,88.0,22.0,64.44,83.5,18.0,68.2,68.2,12.9158215,74.8722391,-80.5,291.4,14.772,0
08:27:33.626,65,233.0,1777.0,88.0,22.0,64.44,83.5,18.0,68.6,68.2,12.9158258,74.8722313,-80.8,291.6,14.792,0
08:27:33.716,65,233.0,1777.0,88.0,22.0,64.44,83.5,18.0,68.6,68.6,12.91583,74.8722236,-81.0,291.9,14.812,0
08:27:33.807,65,233.0,1777.0,88.0,22.0,64.44,83.5,18.0,68.6,68.6,12.9158343,74.8722158,-81.3,292.2,14.831,0
08:27:33.895,65,234.0,1777.0,88.0,22.0,64.44,83.5,18.0,68.6,68.6,12.9158384,74.8722082,-81.5,292.4,14.851,0
08:27:33.985,65,234.0,1849.0,88.0,22.0,64.44,83.5,18.0,68.6,68.6,12.9158426,74.8722005,-81.8,292.7,14.87,0
08:27:34.079,65,234.0,1849.0,92.0,22.0,64.44,83.5,18.0,68.6,68.6,12.915847,74.8721925,-82.1,292.9,14.891,0
08:27:34.165,65,234.0,1849.0,92.0,22.0,64.44,83.5,18.0,68.6,68.6,12.915851,74.8721851,-82.3,293.2,14.909,0
08:27:34.256,65,234.0,1849.0,92.0,22.0,66.99,83.5,18.0,68.6,68.6,12.9158553,74.8721773,-82.6,293.4,14.929,0
08:27:34.346,65,234.0,1849.0,92.0,22.0,66.99,83.5,18.0,68.6,68.6,12.9158595,74.8721696,-82.8,293.7,14.949,0
08:27:34.435,65,234.0,1849.0,92.0,22.0,66.99,83.5,18.0,68.6,68.6,12.9158637,74.872162,-83.1,293.9,14.968,0
08:27:34.528,65,234.0,1849.0,92.0,22.0,66.99,83.5,18.0,68.6,68.6,12.915868,74.872154,-83.4,294.2,14.988,0
08:27:34.616,65,234.0,1849.0,92.0,22.0,66.99,83.5,18.0,68.6,68.2,12.9158721,74.8721464,-83.6,294.5,15.007,0
08:27:34.707,65,234.0,1849.0,92.0,22.0,66.99,83.5,18.0,68.6,68.2,12.9158764,74.8721386,-83.9,294.7,15.027,0
08:27:34.795,65,235.0,1849.0,92.0,22.0,66.99,83.5,18.0,68.6,68.2,12.9158805,74.8721311,-84.2,295.0,15.046,0
08:27:34.887,65,235.0,1921.0,92.0,22.0,66.99,83.5,18.0,68.6,68.2,12.9158848,74.8721232,-84.4,295.2,15.066,0
08:27:34.975,65,235.0,1921.0,95.0,22.0,66.99,83.5,18.0,68.6,68.2,12.915889,74.8721157,-84.7,295.5,15.085,0
08:27:35.079,65,235.0,1921.0,95.0,21.0,66.99,83.5,18.0,68.6,68.2,12.9158938,74.8721068,-85.0,295.8,15.108,0
08:27:35.185,65,235.0,1921.0,95.0,21.0,33.63,83.5,18.0,68.6,68.2,12.9158988,74.8720977,-85.3,296.1,15.131,0
08:27:35.276,65,235.0,1921.0,95.0,21.0,33.63,33.7,18.0,68.6,68.2,12.915903,74.8720899,-85.5,296.3,15.151,0
08:27:35.367,65,235.0,1921.0,95.0,21.0,33.63,33.7,18.0,68.6,68.2,12.9159073,74.8720821,-85.8,296.6,15.171,0
08:27:35.456,65,235.0,1921.0,95.0,21.0,33.63,33.7,18.0,16.1,68.2,12.9159115,74.8720744,-86.1,296.8,15.19,0
08:27:35.548,65,235.0,1921.0,95.0,21.0,33.63,33.7,18.0,16.1,26.7,12.9159158,74.8720665,-86.3,297.1,15.21,0
08:27:35.635,65,235.0,1921.0,95.0,21.0,33.63,33.7,18.0,16.1,26.7,12.9159199,74.8720591,-86.6,297.3,15.229,0
08:27:35.727,65,110.0,1921.0,95.0,21.0,33.63,33.7,18.0,16.1,26.7,12.9159242,74.8720512,-86.9,297.6,15.249,0
08:27:35.816,65,110.0,1602.0,95.0,21.0,33.63,33.7,18.0,16.1,26.7,12.9159283,74.8720436,-87.1,297.8,15.268,0
08:27:35.906,65,110.0,1602.0,95.0,21.0,33.63,33.7,18.0,16.1,26.7,12.9159325,74.8720359,-87.4,298.1,15.288,0
08:27:35.996,65,110.0,1602.0,95.0,19.0,33.63,33.7,18.0,16.1,26.7,12.9159368,74.8720281,-87.6,298.4,15.308,0
08:27:36.085,65,110.0,1602.0,95.0,19.0,25.52,33.7,18.0,16.1,26.7,12.9159409,74.8720205,-87.9,298.6,15.327,0
08:27:36.175,65,110.0,1602.0,95.0,19.0,25.52,80.0,18.0,16.1,26.7,12.9159451,74.8720128,-88.2,298.9,15.346,0
08:27:36.266,65,110.0,1602.0,95.0,19.0,25.52,80.0,18.0,16.1,26.7,12.9159494,74.872005,-88.4,299.1,15.366,0
08:27:36.356,65,110.0,1602.0,95.0,19.0,25.52,80.0,18.0,43.1,26.7,12.9159536,74.8719973,-88.7,299.4,15.386,0
08:27:36.446,65,110.0,1602.0,95.0,19.0,25.52,80.0,18.0,43.1,43.5,12.9159578,74.8719896,-88.9,299.6,15.405,0
08:27:36.536,65,110.0,1602.0,95.0,19.0,25.52,80.0,18.0,43.1,43.5,12.915962,74.8719819,-89.2,299.9,15.425,0
08:27:36.627,65,135.0,1602.0,95.0,19.0,25.52,80.0,18.0,43.1,43.5,12.9159663,74.8719741,-89.5,300.1,15.445,0
08:27:36.715,65,135.0,1594.0,95.0,19.0,25.52,80.0,18.0,43.1,43.5,12.9159704,74.8719665,-89.7,300.4,15.464,0
08:27:36.807,65,135.0,1594.0,95.0,19.0,25.52,80.0,18.0,43.1,43.5,12.9159747,74.8719586,-90.0,300.7,15.484,0
